RF,Actual,Neural,Linear,Tree
118212.0,116000.0,141429.0,143390.0,68600.0
566794.0,478500.0,434936.0,713416.0,975500.0
280861.0,275500.0,238570.0,342180.0,147800.0
147936.0,141300.0,123142.0,111558.0,163000.0
315216.0,250000.0,289596.0,217131.0,606700.0
228286.0,153300.0,213318.0,229411.0,289500.0
69681.0,58100.0,51175.0,38326.0,69000.0
208533.0,277100.0,227652.0,225170.0,262100.0
81674.0,85200.0,36414.0,78639.0,50600.0
191872.0,217900.0,175988.0,202295.0,180700.0
131621.0,104900.0,92622.0,149768.0,78200.0
123010.0,119700.0,103217.0,128099.0,120200.0
69542.0,65000.0,60084.0,63113.0,79800.0
207905.0,144000.0,200876.0,241635.0,185700.0
89534.0,80000.0,68479.0,73719.0,84000.0
164352.0,130700.0,177225.0,172072.0,172800.0
184745.0,108300.0,115961.0,170386.0,165900.0
69462.0,87700.0,49892.0,83021.0,68400.0
64337.0,80100.0,72646.0,55217.0,58000.0
98939.0,94800.0,90137.0,108983.0,149000.0
108757.0,97500.0,92269.0,82258.0,111800.0
80784.0,87000.0,41448.0,87400.0,81800.0
180339.0,168400.0,190783.0,199530.0,159200.0
662594.0,669100.0,689933.0,821273.0,704100.0
68219.0,84600.0,68046.0,32986.0,59400.0
87253.0,63600.0,78250.0,103173.0,70400.0
234746.0,157500.0,196434.0,186215.0,228700.0
104170.0,63500.0,98570.0,97951.0,64600.0
134106.0,140700.0,125839.0,120387.0,144300.0
722657.0,754000.0,602797.0,820597.0,654100.0
264936.0,267900.0,290400.0,344043.0,378100.0
189251.0,167400.0,196766.0,218077.0,169000.0
199387.0,258800.0,185355.0,203604.0,299300.0
88810.0,79600.0,78964.0,77021.0,103600.0
89702.0,66300.0,82399.0,88623.0,67200.0
174565.0,135600.0,166706.0,168551.0,140300.0
137936.0,122100.0,132891.0,125039.0,150200.0
123026.0,150800.0,93437.0,138881.0,62000.0
111443.0,99900.0,134525.0,158774.0,105200.0
115401.0,156800.0,131072.0,131206.0,133800.0
123314.0,141700.0,115123.0,97740.0,169600.0
410213.0,357900.0,398018.0,516837.0,383100.0
118297.0,101400.0,111144.0,105366.0,121400.0
232562.0,293100.0,226551.0,286934.0,342300.0
180722.0,211300.0,177492.0,184472.0,166100.0
199364.0,127100.0,182437.0,216345.0,324400.0
82989.0,50300.0,81853.0,88698.0,82100.0
78189.0,80400.0,59323.0,98018.0,99900.0
64670.0,74800.0,39182.0,55709.0,50500.0
776654.0,611200.0,594602.0,572053.0,1354100.0
246198.0,279800.0,240134.0,245356.0,224000.0
132560.0,160800.0,151956.0,78815.0,71600.0
185018.0,151000.0,173310.0,191881.0,216500.0
109299.0,80400.0,99936.0,117691.0,171300.0
294651.0,375900.0,218541.0,204022.0,248100.0
75991.0,84800.0,60620.0,32367.0,76100.0
119126.0,147600.0,112705.0,109775.0,93900.0
110566.0,151500.0,102562.0,103154.0,100100.0
284879.0,259800.0,319122.0,203962.0,300400.0
98934.0,83600.0,90608.0,64611.0,84800.0
108509.0,147600.0,92564.0,144909.0,94800.0
69782.0,66100.0,56089.0,65599.0,69000.0
104049.0,87900.0,91211.0,82751.0,90350.0
158477.0,162900.0,162869.0,146159.0,171400.0
134739.0,115100.0,121039.0,122835.0,123800.0
77391.0,94800.0,62324.0,69555.0,78600.0
132340.0,81600.0,110432.0,125703.0,98200.0
397639.0,394100.0,356976.0,459622.0,303900.0
204779.0,195000.0,164660.0,212070.0,143500.0
111460.0,112300.0,102382.0,83911.0,106500.0
88365.0,86600.0,75706.0,67924.0,75500.0
369544.0,362200.0,330401.0,452027.0,353000.0
162029.0,225800.0,152961.0,152749.0,104700.0
85915.0,72600.0,76384.0,83992.0,92200.0
96157.0,87900.0,107012.0,118233.0,86200.0
209003.0,169600.0,200856.0,211568.0,168500.0
275754.0,312800.0,251663.0,271651.0,225800.0
112490.0,54600.0,84003.0,129721.0,144600.0
102538.0,85900.0,99969.0,72449.0,121800.0
111447.0,75000.0,82761.0,71454.0,380000.0
88654.0,45300.0,68845.0,74685.0,61500.0
127607.0,125300.0,121557.0,166729.0,112900.0
115500.0,106300.0,103950.0,160333.0,78100.0
350878.0,314600.0,277592.0,214887.0,381300.0
117639.0,227500.0,126278.0,114803.0,83000.0
314217.0,271700.0,412393.0,343312.0,208300.0
167426.0,130600.0,182742.0,182459.0,146300.0
90194.0,86900.0,76309.0,96780.0,158500.0
91642.0,105100.0,88681.0,118979.0,79800.0
128857.0,159700.0,106691.0,96687.0,145800.0
108461.0,87500.0,81269.0,75041.0,136400.0
101487.0,79400.0,67783.0,123035.0,79400.0
401800.0,421000.0,454253.0,303108.0,374200.0
130701.0,132000.0,128524.0,113231.0,108600.0
120324.0,86600.0,94931.0,94212.0,89050.0
105207.0,67400.0,97474.0,37851.0,162700.0
301261.0,324100.0,289154.0,315691.0,246000.0
464674.0,762900.0,508082.0,426151.0,471200.0
149731.0,91700.0,122811.0,136129.0,214200.0
131987.0,101100.0,107123.0,118994.0,106000.0
163776.0,188900.0,146995.0,203857.0,170600.0
178960.0,172800.0,178403.0,201566.0,117700.0
246945.0,239500.0,213890.0,195898.0,204200.0
110412.0,92700.0,91510.0,133796.0,130300.0
279807.0,191500.0,178237.0,274536.0,276500.0
73142.0,78100.0,83202.0,92036.0,62500.0
188502.0,222900.0,213034.0,222726.0,239000.0
113616.0,121600.0,115169.0,99438.0,148700.0
239415.0,189700.0,145591.0,217699.0,439100.0
122387.0,125800.0,125847.0,103747.0,151900.0
114544.0,122400.0,102104.0,173947.0,118400.0
195939.0,223700.0,170103.0,169944.0,282400.0
895901.0,1657500.0,871196.0,986121.0,470000.0
177517.0,176900.0,182444.0,200669.0,193500.0
187552.0,141300.0,191712.0,143662.0,221900.0
134358.0,116300.0,113081.0,144614.0,92100.0
117851.0,137800.0,119714.0,114618.0,164000.0
250490.0,275200.0,201524.0,287774.0,272700.0
97897.0,86100.0,89246.0,83597.0,82350.0
98623.0,113200.0,83612.0,63257.0,62900.0
125096.0,106900.0,146729.0,111717.0,72500.0
204827.0,201900.0,199731.0,222914.0,220700.0
96055.0,98400.0,91030.0,103609.0,88100.0
112019.0,87600.0,106224.0,142015.0,91400.0
209307.0,167800.0,152244.0,264622.0,95700.0
235634.0,197100.0,196547.0,282797.0,192300.0
193384.0,151800.0,177695.0,253971.0,188800.0
79315.0,80100.0,69492.0,97503.0,66100.0
131890.0,112300.0,120116.0,104680.0,138700.0
108655.0,93200.0,106353.0,71069.0,95800.0
451868.0,394800.0,420938.0,528588.0,392700.0
176054.0,193600.0,149548.0,158656.0,144500.0
101658.0,72200.0,86729.0,180852.0,103600.0
154801.0,133500.0,122267.0,167239.0,168500.0
88671.0,145300.0,75685.0,111040.0,77700.0
138218.0,119900.0,155303.0,160669.0,174500.0
79176.0,74900.0,72080.0,53673.0,80650.0
105289.0,99600.0,92054.0,58262.0,96100.0
135775.0,167200.0,165164.0,135328.0,119300.0
101734.0,115300.0,82137.0,114535.0,93600.0
283424.0,350600.0,280932.0,265760.0,231700.0
300669.0,346300.0,332598.0,278301.0,247900.0
104265.0,84500.0,83338.0,140252.0,100000.0
105584.0,117900.0,85408.0,118909.0,137500.0
154210.0,145600.0,152444.0,157949.0,162200.0
133484.0,104100.0,106231.0,131686.0,121000.0
316503.0,440600.0,271979.0,369224.0,335600.0
386228.0,467300.0,276392.0,314206.0,333600.0
153459.0,451400.0,130859.0,160511.0,115800.0
73656.0,92900.0,64653.0,53637.0,65900.0
116083.0,152900.0,116726.0,126035.0,137900.0
111763.0,81700.0,123588.0,104587.0,99000.0
73415.0,68000.0,72065.0,39906.0,81300.0
139248.0,104800.0,132440.0,121549.0,227700.0
381577.0,257500.0,413074.0,342345.0,270300.0
85263.0,55700.0,73400.0,11902.0,38300.0
1248466.0,1039000.0,1249158.0,1113043.0,973200.0
132158.0,122300.0,121329.0,136763.0,135500.0
134707.0,264300.0,121669.0,169983.0,100000.0
158860.0,423600.0,129093.0,119758.0,216800.0
72300.0,61800.0,58908.0,81466.0,69800.0
173805.0,147400.0,171308.0,183100.0,180900.0
84906.0,81000.0,66620.0,62654.0,69100.0
161678.0,135100.0,168114.0,155099.0,154300.0
117522.0,105300.0,99795.0,115284.0,92100.0
179274.0,160000.0,181617.0,157564.0,173000.0
79079.0,85600.0,81879.0,93520.0,91900.0
91535.0,90400.0,81581.0,93347.0,85200.0
118374.0,135100.0,106292.0,116020.0,97700.0
302653.0,329100.0,317504.0,306161.0,348900.0
209857.0,151600.0,186216.0,156554.0,201100.0
236707.0,120300.0,194720.0,199997.0,331500.0
120314.0,157400.0,120683.0,155683.0,120100.0
110488.0,110200.0,85978.0,102129.0,140300.0
91019.0,102600.0,58431.0,26774.0,64500.0
386826.0,430300.0,332877.0,237338.0,350800.0
119504.0,107500.0,117638.0,74315.0,68500.0
142494.0,166400.0,140061.0,137717.0,125600.0
318645.0,643100.0,400573.0,275516.0,297700.0
136857.0,142000.0,150723.0,131437.0,148500.0
94101.0,104700.0,93319.0,117128.0,85300.0
234550.0,183200.0,254454.0,224877.0,159900.0
95867.0,71400.0,78692.0,71562.0,96200.0
271066.0,254900.0,232126.0,268973.0,207000.0
106202.0,88700.0,130524.0,147099.0,114500.0
140789.0,151000.0,122180.0,141979.0,159500.0
827292.0,401200.0,475600.0,738014.0,875700.0
115814.0,111400.0,92773.0,130857.0,106000.0
145105.0,135500.0,116566.0,106994.0,111600.0
82252.0,74200.0,67848.0,52443.0,85500.0
148242.0,238900.0,143624.0,96240.0,133200.0
296036.0,257500.0,227122.0,228771.0,544900.0
80476.0,62000.0,75099.0,60747.0,83100.0
290630.0,216000.0,274115.0,239036.0,330600.0
364631.0,440600.0,286166.0,449180.0,283700.0
124275.0,118700.0,121982.0,123981.0,297900.0
167626.0,163500.0,162302.0,186276.0,168200.0
130163.0,122300.0,60780.0,187435.0,77500.0
69196.0,86500.0,57583.0,76845.0,44600.0
123610.0,103500.0,126810.0,183936.0,93300.0
175773.0,173700.0,167861.0,142525.0,167400.0
80411.0,61800.0,71540.0,115601.0,78400.0
261628.0,229500.0,233099.0,269979.0,185200.0
112270.0,103200.0,95531.0,136043.0,91800.0
84873.0,90500.0,66332.0,65931.0,86800.0
183843.0,196800.0,171545.0,158986.0,132000.0
623960.0,628900.0,498810.0,691793.0,467400.0
131646.0,143300.0,100766.0,104487.0,162100.0
157578.0,124100.0,129939.0,173305.0,140600.0
987121.0,1177100.0,718625.0,805052.0,870500.0
137452.0,105500.0,96202.0,177538.0,119000.0
217594.0,311600.0,200982.0,197314.0,369600.0
126737.0,96500.0,123125.0,102381.0,109100.0
146375.0,150500.0,146714.0,180805.0,167300.0
171928.0,153200.0,171596.0,153286.0,255900.0
79791.0,47500.0,81932.0,81949.0,136800.0
121432.0,66100.0,88614.0,124389.0,118000.0
646326.0,397000.0,363956.0,556722.0,710300.0
130695.0,90000.0,103415.0,115604.0,139200.0
193402.0,159100.0,188248.0,212179.0,284700.0
155069.0,235300.0,85914.0,126128.0,76600.0
177621.0,127700.0,193698.0,183018.0,164800.0
229603.0,274100.0,251126.0,255263.0,227800.0
478724.0,669000.0,417220.0,403065.0,552700.0
99208.0,80300.0,76870.0,84123.0,82700.0
83987.0,68300.0,77154.0,42320.0,72900.0
300497.0,286300.0,269746.0,389671.0,568700.0
264188.0,370900.0,363606.0,321830.0,258200.0
128579.0,91200.0,129569.0,134497.0,160200.0
60500.0,40500.0,51138.0,60905.0,31700.0
270020.0,311900.0,238880.0,294966.0,336500.0
109864.0,110900.0,113350.0,95929.0,128300.0
116932.0,90500.0,121803.0,66732.0,128000.0
149869.0,147500.0,124646.0,168312.0,171600.0
118273.0,115400.0,115002.0,108967.0,87800.0
106933.0,63500.0,118162.0,187099.0,61700.0
240121.0,173100.0,184867.0,228725.0,217800.0
105295.0,119600.0,109874.0,66579.0,130500.0
95371.0,56000.0,70698.0,146068.0,71900.0
130951.0,170800.0,154808.0,144325.0,174500.0
106600.0,122700.0,96225.0,88002.0,111000.0
126274.0,99000.0,111636.0,164146.0,146300.0
124448.0,81800.0,119793.0,103198.0,268100.0
164458.0,90400.0,186944.0,203911.0,93800.0
284953.0,162100.0,231060.0,330800.0,337300.0
117111.0,101400.0,107543.0,87097.0,86200.0
89209.0,88600.0,80281.0,77966.0,93200.0
128879.0,155300.0,136781.0,127594.0,255500.0
104589.0,101200.0,106896.0,84406.0,72100.0
200237.0,237600.0,188240.0,262118.0,153300.0
130752.0,107600.0,98140.0,160704.0,116100.0
97718.0,87500.0,96334.0,139759.0,63900.0
110469.0,110200.0,61951.0,110827.0,111800.0
326007.0,598200.0,388586.0,351439.0,314000.0
106458.0,85700.0,89388.0,76829.0,61200.0
175772.0,129800.0,170906.0,149518.0,217200.0
119064.0,108700.0,109552.0,102837.0,94500.0
87378.0,70400.0,65801.0,91616.0,95700.0
358620.0,310900.0,298221.0,334156.0,153600.0
177749.0,190700.0,182683.0,256929.0,162100.0
84401.0,54300.0,61904.0,40351.0,96300.0
104039.0,84400.0,96488.0,168460.0,82400.0
101659.0,97700.0,84282.0,108744.0,114100.0
92843.0,85600.0,88503.0,67949.0,105900.0
83200.0,94300.0,66994.0,128544.0,84800.0
305410.0,255100.0,351130.0,314793.0,375700.0
314984.0,304500.0,282592.0,338721.0,278200.0
86608.0,68200.0,75012.0,57039.0,67900.0
141114.0,142700.0,117822.0,109703.0,152800.0
164647.0,152500.0,242697.0,199905.0,439100.0
391532.0,328000.0,327192.0,416814.0,488000.0
164841.0,154200.0,152633.0,167425.0,278800.0
201067.0,368600.0,206866.0,190311.0,147500.0
373479.0,281100.0,315601.0,371396.0,515100.0
116939.0,141900.0,98158.0,99949.0,113450.0
70010.0,68100.0,59441.0,83402.0,73300.0
98229.0,48600.0,56318.0,94731.0,58000.0
195859.0,258100.0,161636.0,191001.0,178000.0
133445.0,130200.0,137331.0,169007.0,127900.0
90727.0,86100.0,94156.0,79918.0,99500.0
110385.0,96500.0,100244.0,133235.0,94300.0
142573.0,128800.0,130705.0,155147.0,133000.0
110061.0,150000.0,138900.0,142818.0,160900.0
256375.0,256500.0,210895.0,209859.0,439100.0
228297.0,347700.0,164334.0,218621.0,110200.0
89889.0,110500.0,79176.0,72734.0,68800.0
161145.0,164800.0,141094.0,169707.0,175300.0
230314.0,195500.0,184831.0,293508.0,196900.0
117452.0,80700.0,98613.0,81250.0,89100.0
80191.0,73300.0,59022.0,75559.0,87900.0
284030.0,259900.0,231353.0,242835.0,330600.0
215773.0,222900.0,203658.0,200315.0,275700.0
87847.0,68400.0,69941.0,73615.0,75900.0
109138.0,113300.0,83486.0,118001.0,124900.0
116447.0,61000.0,97351.0,147082.0,74100.0
87290.0,49500.0,60834.0,90776.0,82000.0
57482.0,67300.0,25954.0,28328.0,49350.0
67952.0,28600.0,56190.0,43973.0,67950.0
79098.0,123400.0,58923.0,60017.0,119100.0
360452.0,413300.0,360241.0,462126.0,411800.0
211316.0,221700.0,210895.0,261472.0,213200.0
876411.0,644800.0,769327.0,836493.0,298800.0
83427.0,83200.0,74747.0,66099.0,93100.0
138872.0,161300.0,112012.0,67702.0,139600.0
209167.0,263400.0,207609.0,260280.0,141100.0
179160.0,174000.0,180198.0,160977.0,179200.0
137460.0,173400.0,149656.0,158402.0,179000.0
75158.0,58800.0,68331.0,83357.0,63600.0
645417.0,798300.0,571651.0,563121.0,703200.0
118697.0,132200.0,123119.0,132488.0,98900.0
223550.0,175500.0,192561.0,230345.0,239800.0
132371.0,109600.0,109288.0,87347.0,380200.0
217740.0,185300.0,242261.0,278446.0,249400.0
129652.0,159600.0,117937.0,119585.0,109400.0
103023.0,88000.0,122657.0,91539.0,80900.0
105004.0,90500.0,95057.0,31231.0,73800.0
120542.0,130600.0,112562.0,111499.0,168800.0
98080.0,73900.0,76391.0,89447.0,79300.0
123933.0,87900.0,93151.0,41923.0,127200.0
211613.0,213100.0,240974.0,179033.0,225200.0
86916.0,96100.0,85234.0,100083.0,83300.0
76914.0,54100.0,106013.0,223249.0,62300.0
163044.0,150000.0,116186.0,163699.0,77100.0
179310.0,223200.0,192239.0,194782.0,250400.0
201566.0,204600.0,215393.0,238558.0,208100.0
115325.0,92100.0,88371.0,134564.0,146900.0
112866.0,120800.0,157307.0,110815.0,85300.0
146214.0,107400.0,144126.0,158298.0,112500.0
143456.0,211400.0,133644.0,104493.0,213700.0
128845.0,139200.0,127022.0,137548.0,102400.0
105608.0,123000.0,88718.0,50991.0,81500.0
119652.0,99500.0,98973.0,119190.0,123900.0
115865.0,93100.0,80718.0,110641.0,93100.0
75253.0,80800.0,81011.0,76296.0,97500.0
521058.0,645200.0,469443.0,506089.0,595600.0
127126.0,153200.0,108826.0,129164.0,198700.0
133952.0,112600.0,126809.0,158201.0,99900.0
145920.0,155300.0,135139.0,135263.0,143200.0
74261.0,127300.0,87185.0,59394.0,66600.0
170168.0,177300.0,166430.0,157691.0,214200.0
122414.0,149900.0,110327.0,101319.0,125300.0
129701.0,149600.0,119100.0,101640.0,83300.0
95867.0,33500.0,86674.0,35567.0,85800.0
239762.0,130400.0,125695.0,178730.0,257000.0
77159.0,60800.0,82114.0,113018.0,25500.0
352672.0,296800.0,344354.0,412744.0,334500.0
101933.0,84400.0,87346.0,72417.0,67700.0
128351.0,120700.0,122377.0,87276.0,176700.0
93476.0,157500.0,105797.0,139718.0,104800.0
359495.0,486800.0,280290.0,298232.0,391800.0
91050.0,86600.0,75085.0,62299.0,83700.0
107106.0,87300.0,87944.0,120027.0,116300.0
81565.0,83800.0,71007.0,17153.0,82300.0
47399.0,38800.0,-423.0,28151.0,9999.0
120810.0,112400.0,115379.0,98168.0,108600.0
240443.0,202900.0,246907.0,280058.0,229700.0
86934.0,80700.0,78963.0,88271.0,106700.0
124515.0,171800.0,114353.0,82290.0,111000.0
173360.0,133400.0,159797.0,173082.0,168000.0
109226.0,125000.0,108695.0,109488.0,103900.0
192883.0,155900.0,189067.0,196702.0,250600.0
125378.0,102200.0,130760.0,87320.0,88600.0
189004.0,193500.0,181794.0,211542.0,109400.0
269610.0,243400.0,230242.0,242415.0,198100.0
56337.0,33800.0,52199.0,66145.0,69500.0
366172.0,122200.0,286018.0,267511.0,363700.0
88115.0,77000.0,55516.0,73521.0,62200.0
202640.0,163200.0,171369.0,164975.0,189900.0
100691.0,65300.0,121297.0,96731.0,92400.0
294849.0,247200.0,205540.0,255500.0,370300.0
427355.0,591500.0,440010.0,436548.0,525300.0
113550.0,101000.0,98526.0,156924.0,167100.0
215283.0,294600.0,136370.0,220401.0,271000.0
134989.0,110900.0,127596.0,160470.0,127900.0
128954.0,117700.0,136168.0,97770.0,120700.0
262325.0,229100.0,249958.0,284423.0,246200.0
184046.0,169500.0,180405.0,177687.0,209500.0
118989.0,51200.0,90036.0,156346.0,195900.0
144681.0,98400.0,95413.0,113022.0,89900.0
220983.0,268200.0,202140.0,216973.0,249500.0
82027.0,55000.0,73128.0,83149.0,85300.0
117877.0,93000.0,104741.0,98452.0,136600.0
327566.0,322000.0,286532.0,309426.0,250500.0
316821.0,177700.0,363250.0,383487.0,201400.0
153353.0,177400.0,145394.0,124021.0,143800.0
62272.0,78100.0,43311.0,62713.0,61600.0
240812.0,193100.0,206048.0,223926.0,160400.0
214834.0,194700.0,203716.0,242965.0,199200.0
255204.0,310100.0,296862.0,319664.0,217400.0
78529.0,65600.0,77963.0,86951.0,63800.0
162803.0,126100.0,162679.0,174403.0,175300.0
59877.0,39800.0,43284.0,115880.0,56100.0
96166.0,86500.0,86226.0,112229.0,99300.0
166314.0,107600.0,168544.0,101086.0,130700.0
113771.0,115100.0,105165.0,129815.0,96500.0
182590.0,177800.0,147360.0,133760.0,78100.0
227312.0,321500.0,227944.0,242294.0,152900.0
188232.0,225400.0,199425.0,219590.0,216500.0
138433.0,131400.0,127736.0,123452.0,85300.0
166799.0,117900.0,172338.0,128184.0,257000.0
413326.0,490400.0,367164.0,331644.0,516800.0
246601.0,272100.0,239834.0,275514.0,255500.0
375344.0,282700.0,332943.0,462790.0,409500.0
95551.0,85000.0,62862.0,101435.0,65900.0
294494.0,361200.0,249847.0,282919.0,245000.0
456784.0,534200.0,355331.0,390726.0,441800.0
186611.0,151600.0,177425.0,188826.0,188400.0
77171.0,75300.0,61953.0,73276.0,84000.0
110527.0,81300.0,94535.0,42478.0,187500.0
68508.0,64500.0,74424.0,86608.0,42700.0
92262.0,72900.0,81517.0,95254.0,97200.0
67720.0,69200.0,50261.0,80647.0,60200.0
354907.0,351300.0,306046.0,335779.0,272200.0
87769.0,66700.0,94819.0,48103.0,117900.0
152253.0,140500.0,155766.0,167007.0,152200.0
114353.0,91000.0,89198.0,80124.0,85000.0
126657.0,140100.0,125677.0,131047.0,147600.0
175037.0,188400.0,123925.0,193293.0,127400.0
85994.0,68500.0,67841.0,128481.0,99500.0
102045.0,105900.0,113878.0,145311.0,84250.0
192414.0,159100.0,159297.0,240832.0,179500.0
81843.0,80300.0,65784.0,71241.0,103300.0
133357.0,169000.0,117673.0,99935.0,141600.0
120841.0,157400.0,122609.0,148906.0,169300.0
118511.0,152100.0,111179.0,122143.0,140800.0
138066.0,117300.0,73824.0,216366.0,168000.0
119519.0,114400.0,119448.0,129223.0,122500.0
390468.0,375500.0,366978.0,303183.0,300100.0
137224.0,116200.0,129497.0,118951.0,132600.0
212585.0,177800.0,228913.0,203313.0,244500.0
113759.0,129700.0,104896.0,169980.0,113800.0
87130.0,91300.0,83437.0,79638.0,88000.0
110206.0,76800.0,88928.0,122151.0,115600.0
93521.0,86100.0,81655.0,96050.0,88100.0
196671.0,144700.0,176924.0,233891.0,314800.0
259535.0,164400.0,264077.0,251289.0,149500.0
88649.0,91600.0,83143.0,55786.0,89600.0
126485.0,93600.0,103242.0,130437.0,131900.0
225021.0,296500.0,210119.0,193850.0,210100.0
192211.0,259600.0,179690.0,223611.0,205800.0
78041.0,56900.0,59690.0,94241.0,188400.0
265791.0,223800.0,218994.0,200772.0,258600.0
87370.0,192500.0,82662.0,52545.0,71100.0
105120.0,118900.0,107375.0,85540.0,146600.0
317895.0,287700.0,348534.0,357197.0,134900.0
105545.0,80900.0,82408.0,136234.0,123000.0
246935.0,256000.0,258816.0,260307.0,319600.0
115930.0,108000.0,103037.0,86641.0,92600.0
92444.0,81700.0,79018.0,103763.0,90100.0
207654.0,211200.0,175080.0,209991.0,95900.0
90769.0,90400.0,74970.0,92826.0,96000.0
97378.0,108200.0,85575.0,79592.0,85500.0
121908.0,115400.0,116759.0,113313.0,80400.0
95171.0,61700.0,74703.0,159433.0,83600.0
222503.0,171300.0,246794.0,225788.0,201700.0
139012.0,132200.0,132089.0,176346.0,107800.0
256976.0,225600.0,235984.0,323328.0,221500.0
421735.0,408200.0,359043.0,425367.0,340300.0
121620.0,93900.0,156842.0,135441.0,133800.0
242741.0,216300.0,205666.0,299747.0,349900.0
105420.0,52500.0,93443.0,117939.0,65400.0
118137.0,104900.0,121677.0,114001.0,78500.0
248786.0,277000.0,224161.0,286632.0,282900.0
230141.0,169000.0,250709.0,268858.0,279300.0
85601.0,89500.0,81255.0,75437.0,99500.0
191316.0,187600.0,176541.0,195082.0,211700.0
155078.0,128400.0,141975.0,155680.0,125500.0
184780.0,128500.0,196563.0,210938.0,228100.0
150302.0,171600.0,144216.0,111230.0,123400.0
103905.0,72000.0,78258.0,90736.0,78100.0
125449.0,141400.0,125003.0,152972.0,120100.0
92100.0,82500.0,64266.0,81599.0,141100.0
114687.0,114100.0,113136.0,89533.0,176700.0
106758.0,70600.0,122678.0,159838.0,92300.0
107164.0,151700.0,121105.0,108054.0,87200.0
87088.0,117300.0,77972.0,38962.0,108300.0
151109.0,126900.0,137274.0,138663.0,169100.0
91871.0,77800.0,90907.0,128198.0,112900.0
288295.0,289200.0,273421.0,279111.0,186200.0
679161.0,738900.0,581371.0,689450.0,619100.0
220448.0,204700.0,227288.0,243192.0,183800.0
144591.0,85800.0,151027.0,114342.0,127200.0
137079.0,157600.0,153883.0,167343.0,129300.0
127551.0,97100.0,120435.0,145224.0,153400.0
88194.0,104500.0,85089.0,138394.0,73200.0
237447.0,170900.0,192842.0,227978.0,289500.0
72251.0,110400.0,69955.0,9587.0,77900.0
125115.0,122500.0,112385.0,98145.0,117300.0
192794.0,194400.0,168202.0,173298.0,159400.0
194978.0,190400.0,199267.0,193350.0,229600.0
119321.0,67800.0,79501.0,113236.0,205400.0
102196.0,61600.0,97918.0,77936.0,105200.0
257991.0,335400.0,228773.0,251026.0,324400.0
138545.0,225600.0,143750.0,131986.0,159500.0
130268.0,130000.0,133762.0,137379.0,115600.0
98257.0,83800.0,128022.0,167444.0,95000.0
156661.0,107200.0,190927.0,143811.0,158300.0
114557.0,133900.0,113575.0,105626.0,113400.0
205217.0,181700.0,181994.0,266462.0,210100.0
130869.0,105500.0,133855.0,171526.0,191400.0
131226.0,135000.0,118303.0,107794.0,171800.0
155359.0,81500.0,128529.0,149619.0,384900.0
99374.0,109400.0,93886.0,101620.0,89200.0
274449.0,463100.0,319261.0,297132.0,265600.0
100446.0,87300.0,84837.0,82434.0,191300.0
110922.0,63300.0,136338.0,144260.0,181000.0
94484.0,85700.0,77987.0,88282.0,125700.0
190116.0,142900.0,188710.0,177514.0,206100.0
180645.0,142500.0,177359.0,152022.0,196000.0
77279.0,75100.0,58232.0,70769.0,86900.0
302497.0,253300.0,203017.0,325106.0,487500.0
105408.0,121100.0,81319.0,101038.0,127300.0
106102.0,108700.0,73900.0,116345.0,118400.0
217398.0,128800.0,211976.0,200587.0,162900.0
94086.0,114400.0,90225.0,105694.0,90500.0
182291.0,188600.0,178774.0,171321.0,162400.0
100848.0,110900.0,107470.0,155381.0,86300.0
183326.0,356600.0,117510.0,161158.0,107500.0
146203.0,136300.0,141783.0,160297.0,123600.0
382165.0,405700.0,371461.0,476464.0,433000.0
97353.0,147500.0,79967.0,63563.0,71800.0
176179.0,236400.0,172160.0,176595.0,154600.0
116126.0,83400.0,107645.0,112080.0,125300.0
327452.0,598900.0,494250.0,312022.0,465400.0
100810.0,120200.0,88652.0,140094.0,109400.0
196765.0,234400.0,190891.0,209029.0,226400.0
95700.0,79200.0,81197.0,121019.0,116800.0
64177.0,42300.0,18501.0,32937.0,25800.0
561965.0,374200.0,458670.0,579804.0,465400.0
100369.0,88100.0,79580.0,120662.0,113900.0
80620.0,42100.0,49447.0,152544.0,45400.0
631530.0,490100.0,432733.0,656338.0,503500.0
100854.0,70400.0,50645.0,149561.0,111200.0
102415.0,103900.0,96087.0,118071.0,164600.0
85580.0,109600.0,81377.0,137827.0,70200.0
100783.0,69400.0,91299.0,68317.0,89500.0
207455.0,210200.0,174628.0,185986.0,258900.0
88665.0,67800.0,74459.0,83886.0,85400.0
87640.0,55600.0,86414.0,155840.0,139800.0
182517.0,182900.0,175950.0,213681.0,203400.0
142812.0,164000.0,130670.0,119733.0,160300.0
313534.0,548300.0,402760.0,397048.0,268000.0
454814.0,424100.0,397403.0,259104.0,588400.0
762249.0,1091600.0,848914.0,648447.0,403600.0
267865.0,252900.0,267996.0,254854.0,412900.0
144994.0,156300.0,131193.0,99860.0,162600.0
118534.0,76600.0,125271.0,103592.0,148700.0
117763.0,142000.0,103421.0,114610.0,118800.0
84395.0,95000.0,85193.0,103160.0,74700.0
138078.0,117700.0,120878.0,162551.0,187700.0
107034.0,89800.0,77027.0,85382.0,165700.0
154629.0,162900.0,161564.0,167762.0,146300.0
452523.0,525500.0,432598.0,469220.0,493300.0
202681.0,191500.0,177581.0,204339.0,143700.0
140731.0,107900.0,165584.0,161405.0,132400.0
55894.0,53200.0,43041.0,30329.0,36050.0
140748.0,107400.0,139103.0,112570.0,278800.0
709149.0,380100.0,440984.0,592716.0,1354100.0
